ID;status;uczen;lekcja
0001998;obecny;318;000066
0001999;nieobecny;335;000066
0002000;spozniony;355;000066
0002001;spozniony;363;000066
0002002;spozniony;377;000066
0002003;obecny;383;000066
0002004;obecny;390;000066
0002005;obecny;406;000066
0002006;nieobecny;431;000066
0002007;obecny;002;000067
0002008;spozniony;008;000067
0002009;nieobecny;018;000067
0002010;spozniony;022;000067
0002011;spozniony;034;000067
0002012;nieobecny;044;000067
0002013;spozniony;050;000067
0002014;obecny;069;000067
0002015;nieobecny;081;000067
0002016;nieobecny;113;000067
0002017;nieobecny;118;000067
0002018;spozniony;125;000067
0002019;nieobecny;126;000067
0002020;nieobecny;128;000067
0002021;nieobecny;131;000067
0002022;spozniony;133;000067
0002023;nieobecny;189;000067
0002024;obecny;204;000067
0002025;spozniony;224;000067
0002026;nieobecny;227;000067
0002027;nieobecny;257;000067
0002028;spozniony;260;000067
0002029;obecny;298;000067
0002030;spozniony;310;000067
0002031;obecny;321;000067
0002032;nieobecny;380;000067
0002033;obecny;385;000067
0002034;spozniony;396;000067
0002035;nieobecny;419;000067
0002036;nieobecny;423;000067
0002037;obecny;464;000067
0002038;obecny;477;000067
0002039;nieobecny;026;000068
0002040;obecny;036;000068
0002041;nieobecny;070;000068
0002042;spozniony;082;000068
0002043;spozniony;099;000068
0002044;obecny;105;000068
0002045;nieobecny;108;000068
0002046;nieobecny;119;000068
0002047;obecny;136;000068
0002048;spozniony;138;000068
0002049;spozniony;198;000068
0002050;nieobecny;214;000068
0002051;spozniony;231;000068
0002052;nieobecny;233;000068
0002053;spozniony;240;000068
0002054;nieobecny;243;000068
0002055;spozniony;250;000068
0002056;spozniony;268;000068
0002057;spozniony;280;000068
0002058;nieobecny;309;000068
0002059;nieobecny;316;000068
0002060;obecny;336;000068
0002061;nieobecny;359;000068
0002062;obecny;408;000068
0002063;spozniony;411;000068
0002064;nieobecny;413;000068
0002065;nieobecny;457;000068
0002066;spozniony;003;000069
0002067;spozniony;007;000069
0002068;obecny;021;000069
0002069;obecny;028;000069
0002070;nieobecny;030;000069
0002071;obecny;048;000069
0002072;spozniony;051;000069
0002073;spozniony;058;000069
0002074;nieobecny;065;000069
0002075;spozniony;075;000069
0002076;spozniony;079;000069
0002077;obecny;102;000069
0002078;obecny;140;000069
0002079;spozniony;150;000069
0002080;nieobecny;152;000069
0002081;spozniony;169;000069
0002082;obecny;184;000069
0002083;spozniony;185;000069
0002084;obecny;192;000069
0002085;spozniony;230;000069
0002086;nieobecny;234;000069
0002087;nieobecny;236;000069
0002088;obecny;251;000069
0002089;nieobecny;269;000069
0002090;spozniony;301;000069
0002091;obecny;330;000069
0002092;obecny;341;000069
0002093;obecny;365;000069
0002094;nieobecny;391;000069
0002095;obecny;402;000069
0002096;obecny;434;000069
0002097;nieobecny;437;000069
0002098;spozniony;439;000069
0002099;obecny;447;000069
0002100;obecny;456;000069
0002101;obecny;479;000069
0002102;obecny;003;000070
0002103;spozniony;007;000070
0002104;nieobecny;021;000070
0002105;nieobecny;028;000070
0002106;spozniony;030;000070
0002107;spozniony;048;000070
0002108;obecny;051;000070
0002109;obecny;058;000070
0002110;obecny;065;000070
0002111;nieobecny;075;000070
0002112;obecny;079;000070
0002113;obecny;102;000070
0002114;nieobecny;140;000070
0002115;spozniony;150;000070
0002116;nieobecny;152;000070
0002117;nieobecny;169;000070
0002118;spozniony;184;000070
0002119;obecny;185;000070
0002120;obecny;192;000070
0002121;spozniony;230;000070
0002122;spozniony;234;000070
0002123;nieobecny;236;000070
0002124;obecny;251;000070
0002125;obecny;269;000070
0002126;obecny;301;000070
0002127;nieobecny;330;000070
0002128;obecny;341;000070
0002129;spozniony;365;000070
0002130;nieobecny;391;000070
0002131;nieobecny;402;000070
0002132;nieobecny;434;000070
0002133;spozniony;437;000070
0002134;spozniony;439;000070
0002135;nieobecny;447;000070
0002136;spozniony;456;000070
0002137;spozniony;479;000070
0002138;obecny;005;000071
0002139;spozniony;033;000071
0002140;obecny;074;000071
0002141;obecny;080;000071
0002142;nieobecny;129;000071
0002143;nieobecny;153;000071
0002144;nieobecny;172;000071
0002145;nieobecny;179;000071
0002146;spozniony;208;000071
0002147;spozniony;285;000071
0002148;nieobecny;290;000071
0002149;spozniony;294;000071
0002150;nieobecny;343;000071
0002151;nieobecny;351;000071
0002152;spozniony;375;000071
0002153;obecny;389;000071
0002154;obecny;397;000071
0002155;nieobecny;420;000071
0002156;nieobecny;443;000071
0002157;nieobecny;045;000072
0002158;spozniony;059;000072
0002159;obecny;062;000072
0002160;spozniony;076;000072
0002161;nieobecny;095;000072
0002162;obecny;096;000072
0002163;obecny;104;000072
0002164;obecny;115;000072
0002165;obecny;120;000072
0002166;obecny;130;000072
0002167;spozniony;137;000072
0002168;spozniony;159;000072
0002169;nieobecny;175;000072
0002170;obecny;190;000072
0002171;obecny;191;000072
0002172;obecny;225;000072
0002173;obecny;238;000072
0002174;obecny;248;000072
0002175;spozniony;263;000072
0002176;nieobecny;283;000072
0002177;obecny;307;000072
0002178;nieobecny;312;000072
0002179;obecny;317;000072
0002180;obecny;319;000072
0002181;spozniony;326;000072
0002182;nieobecny;328;000072
0002183;obecny;334;000072
0002184;nieobecny;339;000072
0002185;spozniony;353;000072
0002186;obecny;370;000072
0002187;obecny;421;000072
0002188;obecny;449;000072
0002189;nieobecny;451;000072
0002190;nieobecny;458;000072
0002191;obecny;461;000072
0002192;obecny;474;000072
0002193;nieobecny;480;000072
0002194;nieobecny;004;000073
0002195;obecny;029;000073
0002196;spozniony;066;000073
0002197;nieobecny;085;000073
0002198;nieobecny;117;000073
0002199;nieobecny;121;000073
0002200;obecny;122;000073
0002201;spozniony;154;000073
0002202;obecny;164;000073
0002203;spozniony;177;000073
0002204;nieobecny;180;000073
0002205;obecny;195;000073
0002206;spozniony;199;000073
0002207;nieobecny;205;000073
0002208;spozniony;209;000073
0002209;nieobecny;210;000073
0002210;spozniony;218;000073
0002211;spozniony;221;000073
0002212;nieobecny;289;000073
0002213;spozniony;296;000073
0002214;spozniony;313;000073
0002215;obecny;314;000073
0002216;spozniony;366;000073
0002217;nieobecny;395;000073
0002218;obecny;403;000073
0002219;spozniony;405;000073
0002220;obecny;415;000073
0002221;nieobecny;424;000073
0002222;nieobecny;426;000073
0002223;obecny;441;000073
0002224;nieobecny;444;000073
0002225;obecny;460;000073
0002226;nieobecny;466;000073
0002227;nieobecny;470;000073
0002228;spozniony;006;000074
0002229;nieobecny;015;000074
0002230;obecny;016;000074
0002231;spozniony;024;000074
0002232;spozniony;031;000074
0002233;nieobecny;049;000074
0002234;obecny;068;000074
0002235;nieobecny;088;000074
0002236;nieobecny;089;000074
0002237;obecny;110;000074
0002238;nieobecny;142;000074
0002239;spozniony;165;000074
0002240;nieobecny;174;000074
0002241;obecny;178;000074
0002242;spozniony;201;000074
0002243;spozniony;223;000074
0002244;spozniony;235;000074
0002245;obecny;237;000074
0002246;obecny;253;000074
0002247;spozniony;272;000074
0002248;spozniony;281;000074
0002249;spozniony;286;000074
0002250;obecny;327;000074
0002251;nieobecny;352;000074
0002252;obecny;371;000074
0002253;nieobecny;401;000074
0002254;obecny;410;000074
0002255;nieobecny;414;000074
0002256;nieobecny;455;000074
0002257;nieobecny;459;000074
0002258;nieobecny;468;000074
0002259;nieobecny;026;000075
0002260;nieobecny;036;000075
0002261;nieobecny;070;000075
0002262;obecny;082;000075
0002263;obecny;099;000075
0002264;spozniony;105;000075
0002265;obecny;108;000075
0002266;spozniony;119;000075
0002267;nieobecny;136;000075
0002268;obecny;138;000075
0002269;spozniony;198;000075
0002270;spozniony;214;000075
0002271;spozniony;231;000075
0002272;obecny;233;000075
0002273;obecny;240;000075
0002274;nieobecny;243;000075
0002275;spozniony;250;000075
0002276;spozniony;268;000075
0002277;spozniony;280;000075
0002278;nieobecny;309;000075
0002279;nieobecny;316;000075
0002280;spozniony;336;000075
0002281;obecny;359;000075
0002282;nieobecny;408;000075
0002283;spozniony;411;000075
0002284;obecny;413;000075
0002285;spozniony;457;000075
0002286;nieobecny;023;000076
0002287;obecny;032;000076
0002288;nieobecny;061;000076
0002289;spozniony;064;000076
0002290;spozniony;072;000076
0002291;spozniony;093;000076
0002292;spozniony;162;000076
0002293;spozniony;193;000076
0002294;nieobecny;194;000076
0002295;obecny;212;000076
0002296;spozniony;219;000076
0002297;obecny;222;000076
0002298;nieobecny;229;000076
0002299;spozniony;232;000076
0002300;nieobecny;242;000076
0002301;obecny;261;000076
0002302;nieobecny;271;000076
0002303;spozniony;278;000076
0002304;spozniony;300;000076
0002305;nieobecny;318;000076
0002306;spozniony;335;000076
0002307;obecny;355;000076
0002308;spozniony;363;000076
0002309;spozniony;377;000076
0002310;obecny;383;000076
0002311;obecny;390;000076
0002312;spozniony;406;000076
0002313;spozniony;431;000076
0002314;spozniony;027;000077
0002315;obecny;047;000077
0002316;obecny;091;000077
0002317;spozniony;107;000077
0002318;nieobecny;109;000077
0002319;nieobecny;123;000077
0002320;spozniony;182;000077
0002321;spozniony;220;000077
0002322;obecny;252;000077
0002323;obecny;276;000077
0002324;obecny;292;000077
0002325;obecny;305;000077
0002326;spozniony;306;000077
0002327;spozniony;344;000077
0002328;obecny;346;000077
0002329;spozniony;361;000077
0002330;nieobecny;362;000077
0002331;spozniony;376;000077
0002332;spozniony;381;000077
0002333;nieobecny;386;000077
0002334;nieobecny;452;000077
0002335;obecny;004;000078
0002336;nieobecny;029;000078
0002337;obecny;066;000078
0002338;obecny;085;000078
0002339;obecny;117;000078
0002340;obecny;121;000078
0002341;nieobecny;122;000078
0002342;spozniony;154;000078
0002343;nieobecny;164;000078
0002344;obecny;177;000078
0002345;obecny;180;000078
0002346;spozniony;195;000078
0002347;obecny;199;000078
0002348;spozniony;205;000078
0002349;spozniony;209;000078
0002350;nieobecny;210;000078
0002351;nieobecny;218;000078
0002352;nieobecny;221;000078
0002353;nieobecny;289;000078
0002354;spozniony;296;000078
0002355;spozniony;313;000078
0002356;obecny;314;000078
0002357;obecny;366;000078
0002358;spozniony;395;000078
0002359;obecny;403;000078
0002360;spozniony;405;000078
0002361;obecny;415;000078
0002362;spozniony;424;000078
0002363;obecny;426;000078
0002364;spozniony;441;000078
0002365;spozniony;444;000078
0002366;spozniony;460;000078
0002367;spozniony;466;000078
0002368;nieobecny;470;000078
0002369;nieobecny;039;000079
0002370;obecny;040;000079
0002371;nieobecny;054;000079
0002372;obecny;055;000079
0002373;obecny;067;000079
0002374;spozniony;083;000079
0002375;obecny;101;000079
0002376;nieobecny;106;000079
0002377;obecny;145;000079
0002378;obecny;155;000079
0002379;nieobecny;156;000079
0002380;nieobecny;200;000079
0002381;obecny;207;000079
0002382;spozniony;256;000079
0002383;obecny;267;000079
0002384;spozniony;288;000079
0002385;obecny;295;000079
0002386;obecny;364;000079
0002387;nieobecny;382;000079
0002388;obecny;392;000079
0002389;obecny;429;000079
0002390;obecny;430;000079
0002391;obecny;448;000079
0002392;obecny;475;000079
0002393;spozniony;004;000080
0002394;obecny;029;000080
0002395;obecny;066;000080
0002396;nieobecny;085;000080
0002397;spozniony;117;000080
0002398;nieobecny;121;000080
0002399;spozniony;122;000080
0002400;obecny;154;000080
0002401;nieobecny;164;000080
0002402;spozniony;177;000080
0002403;nieobecny;180;000080
0002404;spozniony;195;000080
0002405;spozniony;199;000080
0002406;nieobecny;205;000080
0002407;nieobecny;209;000080
0002408;spozniony;210;000080
0002409;obecny;218;000080
0002410;spozniony;221;000080
0002411;nieobecny;289;000080
0002412;spozniony;296;000080
0002413;spozniony;313;000080
0002414;obecny;314;000080
0002415;nieobecny;366;000080
0002416;obecny;395;000080
0002417;nieobecny;403;000080
0002418;spozniony;405;000080
0002419;nieobecny;415;000080
0002420;obecny;424;000080
0002421;nieobecny;426;000080
0002422;obecny;441;000080
0002423;spozniony;444;000080
0002424;nieobecny;460;000080
0002425;spozniony;466;000080
0002426;obecny;470;000080
0002427;nieobecny;004;000081
0002428;obecny;029;000081
0002429;obecny;066;000081
0002430;obecny;085;000081
0002431;spozniony;117;000081
0002432;spozniony;121;000081
0002433;spozniony;122;000081
0002434;obecny;154;000081
0002435;nieobecny;164;000081
0002436;spozniony;177;000081
0002437;spozniony;180;000081
0002438;spozniony;195;000081
0002439;nieobecny;199;000081
0002440;spozniony;205;000081
0002441;spozniony;209;000081
0002442;spozniony;210;000081
0002443;obecny;218;000081
0002444;spozniony;221;000081
0002445;obecny;289;000081
0002446;nieobecny;296;000081
0002447;obecny;313;000081
0002448;obecny;314;000081
0002449;obecny;366;000081
0002450;spozniony;395;000081
0002451;spozniony;403;000081
0002452;obecny;405;000081
0002453;nieobecny;415;000081
0002454;spozniony;424;000081
0002455;spozniony;426;000081
0002456;obecny;441;000081
0002457;nieobecny;444;000081
0002458;spozniony;460;000081
0002459;nieobecny;466;000081
0002460;spozniony;470;000081
0002461;spozniony;006;000082
0002462;nieobecny;015;000082
0002463;nieobecny;016;000082
0002464;nieobecny;024;000082
0002465;obecny;031;000082
0002466;spozniony;049;000082
0002467;obecny;068;000082
0002468;nieobecny;088;000082
0002469;nieobecny;089;000082
0002470;spozniony;110;000082
0002471;spozniony;142;000082
0002472;nieobecny;165;000082
0002473;obecny;174;000082
0002474;nieobecny;178;000082
0002475;spozniony;201;000082
0002476;spozniony;223;000082
0002477;obecny;235;000082
0002478;nieobecny;237;000082
0002479;obecny;253;000082
0002480;nieobecny;272;000082
0002481;spozniony;281;000082
0002482;nieobecny;286;000082
0002483;spozniony;327;000082
0002484;obecny;352;000082
0002485;spozniony;371;000082
0002486;spozniony;401;000082
0002487;obecny;410;000082
0002488;obecny;414;000082
0002489;nieobecny;455;000082
0002490;spozniony;459;000082
0002491;obecny;468;000082
0002492;nieobecny;039;000083
0002493;nieobecny;040;000083
0002494;obecny;054;000083
0002495;obecny;055;000083
0002496;spozniony;067;000083
0002497;spozniony;083;000083
0002498;obecny;101;000083
0002499;nieobecny;106;000083
0002500;obecny;145;000083
0002501;nieobecny;155;000083
0002502;obecny;156;000083
0002503;obecny;200;000083
0002504;spozniony;207;000083
0002505;nieobecny;256;000083
0002506;spozniony;267;000083
0002507;obecny;288;000083
0002508;spozniony;295;000083
0002509;obecny;364;000083
0002510;obecny;382;000083
0002511;spozniony;392;000083
0002512;nieobecny;429;000083
0002513;obecny;430;000083
0002514;spozniony;448;000083
0002515;nieobecny;475;000083
0002516;obecny;027;000084
0002517;obecny;047;000084
0002518;nieobecny;091;000084
0002519;spozniony;107;000084
0002520;obecny;109;000084
0002521;nieobecny;123;000084
0002522;spozniony;182;000084
0002523;obecny;220;000084
0002524;spozniony;252;000084
0002525;spozniony;276;000084
0002526;nieobecny;292;000084
0002527;obecny;305;000084
0002528;spozniony;306;000084
0002529;obecny;344;000084
0002530;spozniony;346;000084
0002531;spozniony;361;000084
0002532;nieobecny;362;000084
0002533;obecny;376;000084
0002534;obecny;381;000084
0002535;spozniony;386;000084
0002536;nieobecny;452;000084
0002537;nieobecny;039;000085
0002538;spozniony;040;000085
0002539;nieobecny;054;000085
0002540;spozniony;055;000085
0002541;spozniony;067;000085
0002542;spozniony;083;000085
0002543;nieobecny;101;000085
0002544;obecny;106;000085
0002545;spozniony;145;000085
0002546;obecny;155;000085
0002547;obecny;156;000085
0002548;obecny;200;000085
0002549;spozniony;207;000085
0002550;obecny;256;000085
0002551;nieobecny;267;000085
0002552;spozniony;288;000085
0002553;nieobecny;295;000085
0002554;spozniony;364;000085
0002555;obecny;382;000085
0002556;obecny;392;000085
0002557;nieobecny;429;000085
0002558;obecny;430;000085
0002559;obecny;448;000085
0002560;obecny;475;000085
0002561;spozniony;042;000086
0002562;nieobecny;046;000086
0002563;obecny;060;000086
0002564;spozniony;078;000086
0002565;spozniony;116;000086
0002566;spozniony;141;000086
0002567;nieobecny;143;000086
0002568;spozniony;157;000086
0002569;nieobecny;160;000086
0002570;spozniony;186;000086
0002571;nieobecny;188;000086
0002572;nieobecny;197;000086
0002573;obecny;206;000086
0002574;spozniony;211;000086
0002575;spozniony;213;000086
0002576;spozniony;241;000086
0002577;obecny;255;000086
0002578;obecny;259;000086
0002579;nieobecny;264;000086
0002580;nieobecny;270;000086
0002581;spozniony;284;000086
0002582;obecny;287;000086
0002583;nieobecny;293;000086
0002584;spozniony;311;000086
0002585;obecny;324;000086
0002586;spozniony;329;000086
0002587;spozniony;394;000086
0002588;spozniony;398;000086
0002589;spozniony;399;000086
0002590;spozniony;427;000086
0002591;spozniony;433;000086
0002592;nieobecny;454;000086
0002593;obecny;462;000086
0002594;spozniony;004;000087
0002595;nieobecny;029;000087
0002596;spozniony;066;000087
0002597;nieobecny;085;000087
0002598;spozniony;117;000087
0002599;spozniony;121;000087
0002600;nieobecny;122;000087
0002601;obecny;154;000087
0002602;nieobecny;164;000087
0002603;obecny;177;000087
0002604;obecny;180;000087
0002605;obecny;195;000087
0002606;obecny;199;000087
0002607;obecny;205;000087
0002608;spozniony;209;000087
0002609;nieobecny;210;000087
0002610;nieobecny;218;000087
0002611;spozniony;221;000087
0002612;obecny;289;000087
0002613;nieobecny;296;000087
0002614;obecny;313;000087
0002615;obecny;314;000087
0002616;nieobecny;366;000087
0002617;obecny;395;000087
0002618;nieobecny;403;000087
0002619;nieobecny;405;000087
0002620;nieobecny;415;000087
0002621;spozniony;424;000087
0002622;spozniony;426;000087
0002623;obecny;441;000087
0002624;nieobecny;444;000087
0002625;spozniony;460;000087
0002626;spozniony;466;000087
0002627;nieobecny;470;000087
0002628;obecny;004;000088
0002629;spozniony;029;000088
0002630;nieobecny;066;000088
0002631;spozniony;085;000088
0002632;obecny;117;000088
0002633;spozniony;121;000088
0002634;nieobecny;122;000088
0002635;obecny;154;000088
0002636;obecny;164;000088
0002637;obecny;177;000088
0002638;nieobecny;180;000088
0002639;spozniony;195;000088
0002640;spozniony;199;000088
0002641;obecny;205;000088
0002642;nieobecny;209;000088
0002643;nieobecny;210;000088
0002644;obecny;218;000088
0002645;spozniony;221;000088
0002646;obecny;289;000088
0002647;obecny;296;000088
0002648;nieobecny;313;000088
0002649;obecny;314;000088
0002650;spozniony;366;000088
0002651;spozniony;395;000088
0002652;nieobecny;403;000088
0002653;nieobecny;405;000088
0002654;spozniony;415;000088
0002655;spozniony;424;000088
0002656;nieobecny;426;000088
0002657;obecny;441;000088
0002658;obecny;444;000088
0002659;nieobecny;460;000088
0002660;spozniony;466;000088
0002661;nieobecny;470;000088
0002662;spozniony;010;000089
0002663;nieobecny;013;000089
0002664;spozniony;014;000089
0002665;spozniony;052;000089
0002666;nieobecny;111;000089
0002667;obecny;127;000089
0002668;spozniony;144;000089
0002669;nieobecny;147;000089
0002670;nieobecny;168;000089
0002671;spozniony;202;000089
0002672;nieobecny;246;000089
0002673;obecny;273;000089
0002674;spozniony;275;000089
0002675;spozniony;277;000089
0002676;obecny;342;000089
0002677;obecny;354;000089
0002678;nieobecny;358;000089
0002679;spozniony;372;000089
0002680;spozniony;374;000089
0002681;obecny;379;000089
0002682;obecny;446;000089
0002683;obecny;450;000089
0002684;obecny;471;000089
0002685;obecny;472;000089
0002686;obecny;478;000089
0002687;spozniony;010;000090
0002688;obecny;013;000090
0002689;spozniony;014;000090
0002690;nieobecny;052;000090
0002691;nieobecny;111;000090
0002692;nieobecny;127;000090
0002693;spozniony;144;000090
0002694;spozniony;147;000090
0002695;obecny;168;000090
0002696;nieobecny;202;000090
0002697;spozniony;246;000090
0002698;spozniony;273;000090
0002699;spozniony;275;000090
0002700;nieobecny;277;000090
0002701;spozniony;342;000090
0002702;spozniony;354;000090
0002703;nieobecny;358;000090
0002704;spozniony;372;000090
0002705;nieobecny;374;000090
0002706;spozniony;379;000090
0002707;spozniony;446;000090
0002708;spozniony;450;000090
0002709;spozniony;471;000090
0002710;spozniony;472;000090
0002711;obecny;478;000090
0002712;obecny;026;000091
0002713;obecny;036;000091
0002714;spozniony;070;000091
0002715;obecny;082;000091
0002716;nieobecny;099;000091
0002717;spozniony;105;000091
0002718;obecny;108;000091
0002719;obecny;119;000091
0002720;spozniony;136;000091
0002721;obecny;138;000091
0002722;obecny;198;000091
0002723;nieobecny;214;000091
0002724;nieobecny;231;000091
0002725;obecny;233;000091
0002726;nieobecny;240;000091
0002727;spozniony;243;000091
0002728;nieobecny;250;000091
0002729;spozniony;268;000091
0002730;spozniony;280;000091
0002731;nieobecny;309;000091
0002732;nieobecny;316;000091
0002733;spozniony;336;000091
0002734;obecny;359;000091
0002735;nieobecny;408;000091
0002736;obecny;411;000091
0002737;nieobecny;413;000091
0002738;nieobecny;457;000091
0002739;spozniony;027;000092
0002740;obecny;047;000092
0002741;nieobecny;091;000092
0002742;obecny;107;000092
0002743;obecny;109;000092
0002744;obecny;123;000092
0002745;obecny;182;000092
0002746;spozniony;220;000092
0002747;nieobecny;252;000092
0002748;nieobecny;276;000092
0002749;nieobecny;292;000092
0002750;nieobecny;305;000092
0002751;nieobecny;306;000092
0002752;nieobecny;344;000092
0002753;obecny;346;000092
0002754;nieobecny;361;000092
0002755;obecny;362;000092
0002756;nieobecny;376;000092
0002757;nieobecny;381;000092
0002758;spozniony;386;000092
0002759;obecny;452;000092
0002760;nieobecny;009;000093
0002761;spozniony;025;000093
0002762;spozniony;057;000093
0002763;obecny;071;000093
0002764;spozniony;073;000093
0002765;spozniony;084;000093
0002766;nieobecny;094;000093
0002767;obecny;097;000093
0002768;obecny;103;000093
0002769;obecny;124;000093
0002770;spozniony;135;000093
0002771;obecny;139;000093
0002772;spozniony;166;000093
0002773;obecny;173;000093
0002774;spozniony;196;000093
0002775;spozniony;216;000093
0002776;obecny;254;000093
0002777;spozniony;282;000093
0002778;obecny;291;000093
0002779;spozniony;331;000093
0002780;spozniony;338;000093
0002781;obecny;367;000093
0002782;nieobecny;368;000093
0002783;obecny;373;000093
0002784;obecny;387;000093
0002785;nieobecny;416;000093
0002786;obecny;438;000093
0002787;obecny;440;000093
0002788;nieobecny;453;000093
0002789;nieobecny;465;000093
0002790;obecny;469;000093
0002791;spozniony;027;000094
0002792;nieobecny;047;000094
0002793;spozniony;091;000094
0002794;nieobecny;107;000094
0002795;obecny;109;000094
0002796;nieobecny;123;000094
0002797;spozniony;182;000094
0002798;spozniony;220;000094
0002799;nieobecny;252;000094
0002800;nieobecny;276;000094
0002801;obecny;292;000094
0002802;nieobecny;305;000094
0002803;nieobecny;306;000094
0002804;obecny;344;000094
0002805;obecny;346;000094
0002806;obecny;361;000094
0002807;spozniony;362;000094
0002808;spozniony;376;000094
0002809;obecny;381;000094
0002810;spozniony;386;000094
0002811;nieobecny;452;000094
0002812;spozniony;011;000095
0002813;nieobecny;017;000095
0002814;spozniony;020;000095
0002815;spozniony;037;000095
0002816;obecny;038;000095
0002817;obecny;043;000095
0002818;obecny;077;000095
0002819;obecny;086;000095
0002820;nieobecny;087;000095
0002821;nieobecny;112;000095
0002822;obecny;134;000095
0002823;nieobecny;146;000095
0002824;obecny;158;000095
0002825;obecny;161;000095
0002826;spozniony;167;000095
0002827;spozniony;170;000095
0002828;obecny;176;000095
0002829;obecny;183;000095
0002830;nieobecny;228;000095
0002831;obecny;244;000095
0002832;obecny;266;000095
0002833;obecny;274;000095
0002834;spozniony;297;000095
0002835;nieobecny;302;000095
0002836;spozniony;304;000095
0002837;obecny;322;000095
0002838;nieobecny;340;000095
0002839;nieobecny;347;000095
0002840;spozniony;349;000095
0002841;spozniony;350;000095
0002842;spozniony;360;000095
0002843;spozniony;369;000095
0002844;obecny;384;000095
0002845;obecny;412;000095
0002846;nieobecny;425;000095
0002847;spozniony;428;000095
0002848;nieobecny;432;000095
0002849;obecny;435;000095
0002850;nieobecny;445;000095
0002851;spozniony;467;000095
0002852;obecny;473;000095
0002853;spozniony;010;000096
0002854;obecny;013;000096
0002855;obecny;014;000096
0002856;obecny;052;000096
0002857;nieobecny;111;000096
0002858;nieobecny;127;000096
0002859;nieobecny;144;000096
0002860;obecny;147;000096
0002861;nieobecny;168;000096
0002862;spozniony;202;000096
0002863;spozniony;246;000096
0002864;obecny;273;000096
0002865;spozniony;275;000096
0002866;nieobecny;277;000096
0002867;spozniony;342;000096
0002868;nieobecny;354;000096
0002869;spozniony;358;000096
0002870;spozniony;372;000096
0002871;obecny;374;000096
0002872;obecny;379;000096
0002873;obecny;446;000096
0002874;obecny;450;000096
0002875;nieobecny;471;000096
0002876;obecny;472;000096
0002877;obecny;478;000096
0002878;spozniony;039;000097
0002879;spozniony;040;000097
0002880;obecny;054;000097
0002881;spozniony;055;000097
0002882;nieobecny;067;000097
0002883;obecny;083;000097
0002884;obecny;101;000097
0002885;obecny;106;000097
0002886;obecny;145;000097
0002887;spozniony;155;000097
0002888;nieobecny;156;000097
0002889;obecny;200;000097
0002890;spozniony;207;000097
0002891;spozniony;256;000097
0002892;nieobecny;267;000097
0002893;spozniony;288;000097
0002894;spozniony;295;000097
0002895;obecny;364;000097
0002896;spozniony;382;000097
0002897;obecny;392;000097
0002898;obecny;429;000097
0002899;nieobecny;430;000097
0002900;obecny;448;000097
0002901;obecny;475;000097
0002902;nieobecny;039;000098
0002903;spozniony;040;000098
0002904;obecny;054;000098
0002905;nieobecny;055;000098
0002906;obecny;067;000098
0002907;spozniony;083;000098
0002908;nieobecny;101;000098
0002909;spozniony;106;000098
0002910;obecny;145;000098
0002911;obecny;155;000098
0002912;nieobecny;156;000098
0002913;nieobecny;200;000098
0002914;obecny;207;000098
0002915;nieobecny;256;000098
0002916;obecny;267;000098
0002917;nieobecny;288;000098
0002918;nieobecny;295;000098
0002919;obecny;364;000098
0002920;nieobecny;382;000098
0002921;nieobecny;392;000098
0002922;nieobecny;429;000098
0002923;spozniony;430;000098
0002924;obecny;448;000098
0002925;obecny;475;000098
0002926;nieobecny;039;000099
0002927;nieobecny;040;000099
0002928;obecny;054;000099
0002929;spozniony;055;000099
0002930;nieobecny;067;000099
0002931;spozniony;083;000099
0002932;obecny;101;000099
0002933;nieobecny;106;000099
0002934;obecny;145;000099
0002935;spozniony;155;000099
0002936;obecny;156;000099
0002937;spozniony;200;000099
0002938;spozniony;207;000099
0002939;spozniony;256;000099
0002940;spozniony;267;000099
0002941;obecny;288;000099
0002942;nieobecny;295;000099
0002943;obecny;364;000099
0002944;obecny;382;000099
0002945;obecny;392;000099
0002946;spozniony;429;000099
0002947;nieobecny;430;000099
0002948;nieobecny;448;000099
0002949;obecny;475;000099
0002950;spozniony;011;000100
0002951;spozniony;017;000100
0002952;spozniony;020;000100
0002953;obecny;037;000100
0002954;nieobecny;038;000100
0002955;nieobecny;043;000100
0002956;spozniony;077;000100
0002957;obecny;086;000100
0002958;spozniony;087;000100
0002959;nieobecny;112;000100
0002960;obecny;134;000100
0002961;obecny;146;000100
0002962;spozniony;158;000100
0002963;obecny;161;000100
0002964;obecny;167;000100
0002965;spozniony;170;000100
0002966;spozniony;176;000100
0002967;obecny;183;000100
0002968;spozniony;228;000100
0002969;nieobecny;244;000100
0002970;obecny;266;000100
0002971;spozniony;274;000100
0002972;nieobecny;297;000100
0002973;spozniony;302;000100
0002974;nieobecny;304;000100
0002975;nieobecny;322;000100
0002976;spozniony;340;000100
0002977;nieobecny;347;000100
0002978;obecny;349;000100
0002979;spozniony;350;000100
0002980;obecny;360;000100
0002981;spozniony;369;000100
0002982;spozniony;384;000100
0002983;obecny;412;000100
0002984;obecny;425;000100
0002985;nieobecny;428;000100
0002986;spozniony;432;000100
0002987;spozniony;435;000100
0002988;spozniony;445;000100
0002989;obecny;467;000100
0002990;nieobecny;473;000100
0002991;spozniony;001;000101
0002992;obecny;012;000101
0002993;nieobecny;041;000101
0002994;obecny;056;000101
0002995;spozniony;063;000101
0002996;nieobecny;090;000101
0002997;spozniony;092;000101
0002998;spozniony;098;000101
