ID;stopien;waga;opis;data;uczen;nauczyciel;przedmiot
000735;ndst;8;Brak_opisu;2020-12-05 00:00:00;260;005;j.niemiecki
000736;brak;8;Brak_opisu;2020-12-04 00:00:00;149;099;j.polski
000737;brak;2;Brak_opisu;2020-04-03 00:00:00;310;078;geografia
000738;dop;3;Brak_opisu;2020-05-19 00:00:00;212;006;historia
000739;db;5;Brak_opisu;2020-12-20 00:00:00;466;092;WOS
000740;cel;6;Brak_opisu;2020-05-07 00:00:00;105;060;j.angielski
000741;db;5;Brak_opisu;2020-08-12 00:00:00;141;093;j.angielski
000742;ndst;6;Brak_opisu;2020-02-02 00:00:00;269;015;j.polski
000743;brak;6;Brak_opisu;2020-03-22 00:00:00;87;054;biologia
000744;dst;0;Brak_opisu;2020-12-03 00:00:00;139;053;fizyka
000745;cel;7;Brak_opisu;2020-09-11 00:00:00;192;044;j.polski
000746;dst;9;Brak_opisu;2020-06-22 00:00:00;343;056;j.polski
000747;cel;8;Brak_opisu;2020-08-24 00:00:00;138;068;geografia
000748;ndst;0;Brak_opisu;2020-09-13 00:00:00;127;010;biologia
000749;dst;5;Brak_opisu;2020-10-18 00:00:00;81;025;wf
000750;dop;4;Brak_opisu;2020-04-09 00:00:00;385;013;fizyka
000751;bdb;4;Brak_opisu;2020-09-28 00:00:00;49;049;chemia
000752;ndst;8;Brak_opisu;2020-10-25 00:00:00;179;066;j.angielski
000753;dop;7;Brak_opisu;2020-03-16 00:00:00;85;044;j.polski
000754;dst;2;Brak_opisu;2020-10-25 00:00:00;368;051;chemia
000755;cel;2;Brak_opisu;2020-08-10 00:00:00;459;023;j.niemiecki
000756;brak;8;Brak_opisu;2020-10-16 00:00:00;224;048;j.angielski
000757;db;5;Brak_opisu;2020-12-02 00:00:00;123;074;j.niemiecki
000758;bdb;9;Brak_opisu;2020-09-19 00:00:00;347;046;j.niemiecki
000759;brak;5;Brak_opisu;2020-10-06 00:00:00;430;086;WOS
000760;brak;5;Brak_opisu;2020-06-24 00:00:00;422;031;chemia
000761;ndst;3;Brak_opisu;2020-09-26 00:00:00;306;048;j.angielski
000762;bdb;1;Brak_opisu;2020-08-14 00:00:00;410;047;geografia
000763;dop;7;Brak_opisu;2020-07-08 00:00:00;303;064;j.polski
000764;ndst;3;Brak_opisu;2020-01-09 00:00:00;262;098;historia
000765;brak;7;Brak_opisu;2020-09-05 00:00:00;50;077;j.polski
000766;dst;9;Brak_opisu;2020-08-26 00:00:00;145;019;j.angielski
000767;ndst;7;Brak_opisu;2020-09-02 00:00:00;422;067;fizyka
000768;bdb;8;Brak_opisu;2020-11-04 00:00:00;400;008;geografia
000769;brak;5;Brak_opisu;2020-10-16 00:00:00;468;094;wf
000770;cel;4;Brak_opisu;2020-08-16 00:00:00;10;009;fizyka
000771;ndst;4;Brak_opisu;2020-06-08 00:00:00;479;040;matematyka
000772;db;9;Brak_opisu;2020-06-06 00:00:00;463;001;matematyka
000773;bdb;2;Brak_opisu;2020-11-25 00:00:00;163;071;WOS
000774;bdb;1;Brak_opisu;2020-01-27 00:00:00;364;086;WOS
000775;db;1;Brak_opisu;2020-12-13 00:00:00;351;008;geografia
000776;bdb;5;Brak_opisu;2020-06-20 00:00:00;46;077;j.polski
000777;dop;1;Brak_opisu;2020-07-20 00:00:00;444;041;fizyka
000778;dst;6;Brak_opisu;2020-03-19 00:00:00;136;081;chemia
000779;cel;4;Brak_opisu;2020-03-19 00:00:00;257;007;wf
000780;dst;3;Brak_opisu;2020-04-21 00:00:00;19;009;fizyka
000781;bdb;6;Brak_opisu;2020-10-02 00:00:00;202;048;j.angielski
000782;ndst;5;Brak_opisu;2020-03-15 00:00:00;234;078;geografia
000783;dop;8;Brak_opisu;2020-04-25 00:00:00;341;077;j.polski
000784;dop;7;Brak_opisu;2020-08-11 00:00:00;87;022;historia
000785;cel;2;Brak_opisu;2020-05-11 00:00:00;342;098;historia
000786;cel;6;Brak_opisu;2020-03-18 00:00:00;109;009;fizyka
000787;dst;9;Brak_opisu;2020-02-09 00:00:00;121;068;geografia
000788;db;1;Brak_opisu;2020-12-19 00:00:00;264;004;historia
000789;dop;6;Brak_opisu;2020-10-06 00:00:00;35;017;historia
000790;brak;9;Brak_opisu;2020-04-24 00:00:00;444;068;geografia
000791;dst;3;Brak_opisu;2020-04-17 00:00:00;372;011;wf
000792;db;4;Brak_opisu;2020-10-14 00:00:00;210;037;j.polski
000793;dop;1;Brak_opisu;2020-02-19 00:00:00;240;093;j.angielski
000794;brak;4;Brak_opisu;2020-05-26 00:00:00;39;035;geografia
000795;brak;2;Brak_opisu;2020-10-18 00:00:00;247;062;matematyka
000796;cel;5;Brak_opisu;2020-10-10 00:00:00;279;051;chemia
000797;db;3;Brak_opisu;2020-05-02 00:00:00;165;054;biologia
000798;ndst;6;Brak_opisu;2020-08-25 00:00:00;88;030;j.polski
000799;cel;9;Brak_opisu;2020-02-18 00:00:00;69;046;j.niemiecki
000800;cel;8;Brak_opisu;2020-12-14 00:00:00;66;034;j.niemiecki
000801;cel;6;Brak_opisu;2020-09-01 00:00:00;435;056;j.polski
000802;bdb;2;Brak_opisu;2020-02-13 00:00:00;390;042;matematyka
000803;bdb;0;Brak_opisu;2020-06-23 00:00:00;66;001;matematyka
000804;bdb;2;Brak_opisu;2020-10-28 00:00:00;325;032;historia
000805;bdb;5;Brak_opisu;2020-08-23 00:00:00;203;098;historia
000806;brak;9;Brak_opisu;2020-04-13 00:00:00;129;098;historia
000807;cel;6;Brak_opisu;2020-06-09 00:00:00;135;097;historia
000808;ndst;6;Brak_opisu;2020-05-07 00:00:00;68;098;historia
000809;dst;1;Brak_opisu;2020-06-06 00:00:00;456;015;j.polski
000810;brak;9;Brak_opisu;2020-11-20 00:00:00;85;045;j.angielski
000811;bdb;3;Brak_opisu;2020-11-13 00:00:00;138;014;wf
000812;bdb;8;Brak_opisu;2020-09-24 00:00:00;404;064;j.polski
000813;ndst;7;Brak_opisu;2020-02-05 00:00:00;403;095;fizyka
000814;dst;6;Brak_opisu;2020-12-08 00:00:00;96;016;matematyka
000815;db;6;Brak_opisu;2020-01-08 00:00:00;431;094;wf
000816;ndst;1;Brak_opisu;2020-09-02 00:00:00;471;046;j.niemiecki
000817;ndst;8;Brak_opisu;2020-09-25 00:00:00;65;012;geografia
000818;brak;2;Brak_opisu;2020-12-27 00:00:00;76;035;geografia
000819;brak;6;Brak_opisu;2020-05-02 00:00:00;354;047;geografia
000820;ndst;7;Brak_opisu;2020-02-01 00:00:00;364;099;j.polski
000821;bdb;2;Brak_opisu;2020-10-19 00:00:00;25;037;j.polski
000822;dop;3;Brak_opisu;2020-09-06 00:00:00;308;060;j.angielski
000823;brak;3;Brak_opisu;2020-12-22 00:00:00;419;045;j.angielski
000824;brak;9;Brak_opisu;2020-05-05 00:00:00;209;085;wf
000825;db;4;Brak_opisu;2020-01-27 00:00:00;418;015;j.polski
000826;cel;3;Brak_opisu;2020-09-20 00:00:00;96;042;matematyka
000827;bdb;8;Brak_opisu;2020-12-25 00:00:00;5;022;historia
000828;bdb;6;Brak_opisu;2020-10-16 00:00:00;322;020;WOS
000829;dst;8;Brak_opisu;2020-04-20 00:00:00;109;020;WOS
000830;db;2;Brak_opisu;2020-08-14 00:00:00;337;020;WOS
000831;db;7;Brak_opisu;2020-12-07 00:00:00;55;054;biologia
000832;bdb;1;Brak_opisu;2020-10-10 00:00:00;228;004;historia
000833;dop;1;Brak_opisu;2020-07-04 00:00:00;80;079;j.niemiecki
000834;cel;7;Brak_opisu;2020-02-06 00:00:00;62;039;fizyka
000835;db;6;Brak_opisu;2020-04-04 00:00:00;8;046;j.niemiecki
000836;cel;1;Brak_opisu;2020-12-21 00:00:00;166;088;biologia
000837;brak;2;Brak_opisu;2020-09-17 00:00:00;191;021;geografia
000838;cel;4;Brak_opisu;2020-03-24 00:00:00;199;002;biologia
000839;cel;8;Brak_opisu;2020-06-18 00:00:00;87;067;fizyka
000840;brak;2;Brak_opisu;2020-12-08 00:00:00;289;011;wf
000841;dst;6;Brak_opisu;2020-09-26 00:00:00;443;054;biologia
000842;dop;8;Brak_opisu;2020-09-27 00:00:00;76;090;matematyka
000843;bdb;6;Brak_opisu;2020-02-22 00:00:00;195;074;j.niemiecki
000844;db;8;Brak_opisu;2020-09-23 00:00:00;204;075;j.polski
000845;bdb;8;Brak_opisu;2020-02-04 00:00:00;36;082;j.niemiecki
000846;ndst;3;Brak_opisu;2020-05-10 00:00:00;155;097;historia
000847;cel;8;Brak_opisu;2020-02-07 00:00:00;411;011;wf
000848;dop;6;Brak_opisu;2020-08-27 00:00:00;311;049;chemia
000849;bdb;6;Brak_opisu;2020-12-01 00:00:00;193;090;matematyka
000850;db;9;Brak_opisu;2020-03-07 00:00:00;245;099;j.polski
000851;dop;9;Brak_opisu;2020-07-24 00:00:00;97;052;j.niemiecki
000852;ndst;6;Brak_opisu;2020-08-03 00:00:00;4;082;j.niemiecki
000853;dop;5;Brak_opisu;2020-06-20 00:00:00;412;084;WOS
000854;db;2;Brak_opisu;2020-11-20 00:00:00;476;071;WOS
000855;ndst;2;Brak_opisu;2020-02-04 00:00:00;357;047;geografia
000856;brak;3;Brak_opisu;2020-03-11 00:00:00;428;075;j.polski
000857;ndst;3;Brak_opisu;2020-09-28 00:00:00;332;067;fizyka
000858;ndst;2;Brak_opisu;2020-02-02 00:00:00;321;043;geografia
000859;dst;7;Brak_opisu;2020-09-02 00:00:00;318;028;j.niemiecki
000860;cel;5;Brak_opisu;2020-10-13 00:00:00;27;037;j.polski
000861;brak;0;Brak_opisu;2020-09-15 00:00:00;413;022;historia
000862;dst;3;Brak_opisu;2020-09-22 00:00:00;164;014;wf
000863;cel;6;Brak_opisu;2020-05-06 00:00:00;190;067;fizyka
000864;bdb;6;Brak_opisu;2020-03-25 00:00:00;173;034;j.niemiecki
000865;brak;5;Brak_opisu;2020-10-28 00:00:00;18;077;j.polski
000866;brak;4;Brak_opisu;2020-03-24 00:00:00;146;055;biologia
000867;dop;1;Brak_opisu;2020-11-20 00:00:00;366;053;fizyka
000868;cel;9;Brak_opisu;2020-08-18 00:00:00;253;028;j.niemiecki
000869;bdb;2;Brak_opisu;2020-02-07 00:00:00;349;022;historia
000870;db;5;Brak_opisu;2020-07-14 00:00:00;301;089;j.angielski
000871;ndst;6;Brak_opisu;2020-11-17 00:00:00;99;086;WOS
000872;cel;4;Brak_opisu;2020-05-19 00:00:00;370;074;j.niemiecki
000873;dst;9;Brak_opisu;2020-02-05 00:00:00;466;012;geografia
000874;bdb;5;Brak_opisu;2020-12-12 00:00:00;45;079;j.niemiecki
000875;brak;2;Brak_opisu;2020-01-14 00:00:00;142;080;j.angielski
000876;db;5;Brak_opisu;2020-07-17 00:00:00;318;005;j.niemiecki
000877;bdb;4;Brak_opisu;2020-01-09 00:00:00;352;029;WOS
000878;ndst;4;Brak_opisu;2020-04-19 00:00:00;353;049;chemia
000879;brak;7;Brak_opisu;2020-08-24 00:00:00;44;059;fizyka
000880;bdb;8;Brak_opisu;2020-12-24 00:00:00;327;069;matematyka
000881;dst;4;Brak_opisu;2020-04-22 00:00:00;209;052;j.niemiecki
000882;bdb;9;Brak_opisu;2020-12-09 00:00:00;478;020;WOS
000883;bdb;1;Brak_opisu;2020-12-06 00:00:00;434;036;chemia
000884;cel;1;Brak_opisu;2020-02-22 00:00:00;3;047;geografia
000885;db;2;Brak_opisu;2020-09-21 00:00:00;67;060;j.angielski
000886;dst;0;Brak_opisu;2020-02-11 00:00:00;41;045;j.angielski
000887;db;5;Brak_opisu;2020-09-15 00:00:00;388;091;chemia
000888;ndst;4;Brak_opisu;2020-12-06 00:00:00;61;095;fizyka
000889;bdb;2;Brak_opisu;2020-04-12 00:00:00;13;027;matematyka
000890;db;1;Brak_opisu;2020-02-11 00:00:00;423;029;WOS
000891;dop;8;Brak_opisu;2020-02-23 00:00:00;148;024;j.polski
000892;brak;1;Brak_opisu;2020-06-20 00:00:00;436;023;j.niemiecki
000893;dst;4;Brak_opisu;2020-08-03 00:00:00;363;048;j.angielski
000894;bdb;9;Brak_opisu;2020-12-24 00:00:00;288;015;j.polski
000895;cel;8;Brak_opisu;2020-07-27 00:00:00;145;034;j.niemiecki
000896;brak;6;Brak_opisu;2020-08-08 00:00:00;160;097;historia
000897;cel;0;Brak_opisu;2020-10-26 00:00:00;207;067;fizyka
000898;dst;2;Brak_opisu;2020-05-09 00:00:00;291;040;matematyka
000899;dst;2;Brak_opisu;2020-09-12 00:00:00;182;079;j.niemiecki
000900;dop;9;Brak_opisu;2020-02-08 00:00:00;354;005;j.niemiecki
000901;db;8;Brak_opisu;2020-04-02 00:00:00;468;026;chemia
000902;ndst;1;Brak_opisu;2020-11-07 00:00:00;237;047;geografia
000903;db;6;Brak_opisu;2020-05-03 00:00:00;240;006;historia
000904;brak;3;Brak_opisu;2020-08-09 00:00:00;136;021;geografia
000905;bdb;6;Brak_opisu;2020-01-26 00:00:00;470;016;matematyka
000906;db;5;Brak_opisu;2020-02-12 00:00:00;479;075;j.polski
000907;dst;9;Brak_opisu;2020-09-01 00:00:00;1;058;geografia
000908;dst;9;Brak_opisu;2020-05-06 00:00:00;154;094;wf
000909;db;8;Brak_opisu;2020-04-14 00:00:00;73;006;historia
000910;cel;8;Brak_opisu;2020-12-06 00:00:00;441;092;WOS
000911;ndst;7;Brak_opisu;2020-03-26 00:00:00;285;035;geografia
000912;brak;6;Brak_opisu;2020-11-04 00:00:00;210;064;j.polski
000913;dop;8;Brak_opisu;2020-12-24 00:00:00;256;099;j.polski
000914;dst;9;Brak_opisu;2020-01-16 00:00:00;241;041;fizyka
000915;cel;5;Brak_opisu;2020-10-13 00:00:00;73;037;j.polski
000916;cel;3;Brak_opisu;2020-04-20 00:00:00;85;090;matematyka
000917;cel;2;Brak_opisu;2020-04-16 00:00:00;221;009;fizyka
000918;ndst;0;Brak_opisu;2020-01-18 00:00:00;210;080;j.angielski
000919;ndst;2;Brak_opisu;2020-01-22 00:00:00;2;022;historia
000920;dst;6;Brak_opisu;2020-02-28 00:00:00;409;006;historia
000921;cel;4;Brak_opisu;2020-09-06 00:00:00;195;083;geografia
000922;bdb;8;Brak_opisu;2020-12-21 00:00:00;256;072;geografia
000923;db;1;Brak_opisu;2020-11-13 00:00:00;302;076;historia
000924;dst;1;Brak_opisu;2020-10-25 00:00:00;306;068;geografia
000925;brak;2;Brak_opisu;2020-08-03 00:00:00;228;029;WOS
000926;ndst;0;Brak_opisu;2020-10-13 00:00:00;182;047;geografia
000927;ndst;1;Brak_opisu;2020-03-05 00:00:00;355;065;biologia
000928;dst;8;Brak_opisu;2020-05-23 00:00:00;74;080;j.angielski
000929;cel;6;Brak_opisu;2020-01-13 00:00:00;129;035;geografia
000930;brak;5;Brak_opisu;2020-11-11 00:00:00;279;075;j.polski
000931;cel;7;Brak_opisu;2020-11-17 00:00:00;124;055;biologia
000932;ndst;5;Brak_opisu;2020-02-08 00:00:00;211;047;geografia
000933;bdb;4;Brak_opisu;2020-10-18 00:00:00;6;051;chemia
000934;dop;8;Brak_opisu;2020-02-09 00:00:00;420;026;chemia
000935;bdb;7;Brak_opisu;2020-03-26 00:00:00;40;059;fizyka
000936;dst;8;Brak_opisu;2020-09-01 00:00:00;35;035;geografia
000937;bdb;0;Brak_opisu;2020-09-16 00:00:00;261;060;j.angielski
000938;bdb;5;Brak_opisu;2020-08-20 00:00:00;142;082;j.niemiecki
000939;bdb;9;Brak_opisu;2020-08-26 00:00:00;210;098;historia
000940;bdb;4;Brak_opisu;2020-12-13 00:00:00;191;042;matematyka
000941;dop;5;Brak_opisu;2020-02-17 00:00:00;103;027;matematyka
000942;ndst;9;Brak_opisu;2020-04-18 00:00:00;291;015;j.polski
000943;dst;4;Brak_opisu;2020-01-13 00:00:00;93;067;fizyka
000944;ndst;6;Brak_opisu;2020-01-25 00:00:00;56;097;historia
000945;cel;3;Brak_opisu;2020-11-23 00:00:00;184;008;geografia
000946;db;4;Brak_opisu;2020-09-21 00:00:00;301;099;j.polski
000947;brak;6;Brak_opisu;2020-01-19 00:00:00;406;062;matematyka
000948;db;5;Brak_opisu;2020-01-25 00:00:00;284;057;historia
000949;brak;9;Brak_opisu;2020-04-24 00:00:00;9;016;matematyka
000950;cel;2;Brak_opisu;2020-10-02 00:00:00;78;057;historia
000951;cel;1;Brak_opisu;2020-12-04 00:00:00;99;038;WOS
000952;cel;8;Brak_opisu;2020-10-27 00:00:00;204;077;j.polski
000953;bdb;5;Brak_opisu;2020-06-19 00:00:00;156;058;geografia
000954;db;1;Brak_opisu;2020-05-26 00:00:00;58;097;historia
000955;dop;0;Brak_opisu;2020-10-17 00:00:00;312;004;historia
000956;dst;0;Brak_opisu;2020-02-01 00:00:00;68;082;j.niemiecki
000957;bdb;9;Brak_opisu;2020-06-14 00:00:00;18;026;chemia
000958;dop;4;Brak_opisu;2020-11-04 00:00:00;311;089;j.angielski
000959;dst;1;Brak_opisu;2020-06-25 00:00:00;166;057;historia
000960;dst;3;Brak_opisu;2020-04-08 00:00:00;220;092;WOS
000961;cel;2;Brak_opisu;2020-06-20 00:00:00;143;060;j.angielski
000962;cel;2;Brak_opisu;2020-11-01 00:00:00;371;037;j.polski
000963;bdb;0;Brak_opisu;2020-12-28 00:00:00;242;038;WOS
000964;ndst;1;Brak_opisu;2020-03-20 00:00:00;309;080;j.angielski
000965;ndst;8;Brak_opisu;2020-07-20 00:00:00;310;007;wf
000966;bdb;2;Brak_opisu;2020-08-17 00:00:00;12;100;WOS
000967;brak;1;Brak_opisu;2020-02-18 00:00:00;65;078;geografia
000968;dst;4;Brak_opisu;2020-07-27 00:00:00;133;022;historia
000969;dst;4;Brak_opisu;2020-08-24 00:00:00;63;022;historia
000970;dst;4;Brak_opisu;2020-11-11 00:00:00;423;084;WOS
000971;brak;1;Brak_opisu;2020-04-20 00:00:00;74;038;WOS
000972;bdb;7;Brak_opisu;2020-07-08 00:00:00;448;066;j.angielski
000973;dst;1;Brak_opisu;2020-04-13 00:00:00;211;064;j.polski
000974;cel;1;Brak_opisu;2020-12-16 00:00:00;78;072;geografia
000975;brak;4;Brak_opisu;2020-02-17 00:00:00;470;069;matematyka
000976;dop;1;Brak_opisu;2020-12-10 00:00:00;366;006;historia
000977;brak;1;Brak_opisu;2020-12-18 00:00:00;116;034;j.niemiecki
000978;bdb;7;Brak_opisu;2020-09-18 00:00:00;239;007;wf
000979;bdb;4;Brak_opisu;2020-03-16 00:00:00;217;077;j.polski
000980;dst;1;Brak_opisu;2020-05-12 00:00:00;87;042;matematyka
000981;cel;7;Brak_opisu;2020-01-28 00:00:00;41;079;j.niemiecki
000982;dst;0;Brak_opisu;2020-10-09 00:00:00;297;073;fizyka
000983;ndst;4;Brak_opisu;2020-07-26 00:00:00;319;094;wf
000984;db;1;Brak_opisu;2020-05-28 00:00:00;173;049;chemia
000985;bdb;6;Brak_opisu;2020-10-28 00:00:00;302;052;j.niemiecki
000986;dop;4;Brak_opisu;2020-05-14 00:00:00;422;003;j.angielski
000987;dst;5;Brak_opisu;2020-03-03 00:00:00;367;073;fizyka
000988;cel;4;Brak_opisu;2020-02-11 00:00:00;164;037;j.polski
000989;dop;2;Brak_opisu;2020-05-07 00:00:00;479;075;j.polski
000990;ndst;0;Brak_opisu;2020-05-28 00:00:00;259;072;geografia
000991;db;8;Brak_opisu;2020-09-12 00:00:00;349;090;matematyka
000992;cel;0;Brak_opisu;2020-11-23 00:00:00;276;057;historia
000993;bdb;9;Brak_opisu;2020-07-14 00:00:00;470;055;biologia
000994;bdb;7;Brak_opisu;2020-10-08 00:00:00;171;055;biologia
000995;dop;9;Brak_opisu;2020-11-09 00:00:00;110;075;j.polski
000996;ndst;2;Brak_opisu;2020-01-23 00:00:00;296;054;biologia
000997;dst;4;Brak_opisu;2020-11-17 00:00:00;361;022;historia
000998;dst;5;Brak_opisu;2020-04-17 00:00:00;308;013;fizyka
000999;cel;8;Brak_opisu;2020-03-07 00:00:00;295;010;biologia
001000;dop;2;Brak_opisu;2020-04-09 00:00:00;177;035;geografia
001001;dst;9;Brak_opisu;2020-03-25 00:00:00;121;020;WOS
001002;db;1;Brak_opisu;2020-11-13 00:00:00;336;091;chemia
001003;dop;9;Brak_opisu;2020-04-08 00:00:00;347;091;chemia
001004;dop;4;Brak_opisu;2020-12-23 00:00:00;38;035;geografia
001005;brak;0;Brak_opisu;2020-05-07 00:00:00;252;002;biologia
001006;dst;2;Brak_opisu;2020-03-23 00:00:00;412;053;fizyka
001007;dop;2;Brak_opisu;2020-07-16 00:00:00;451;100;WOS
001008;bdb;8;Brak_opisu;2020-04-19 00:00:00;246;094;wf
001009;dst;1;Brak_opisu;2020-08-03 00:00:00;261;020;WOS
001010;dst;8;Brak_opisu;2020-06-15 00:00:00;146;015;j.polski
001011;brak;2;Brak_opisu;2020-12-19 00:00:00;294;030;j.polski
001012;db;2;Brak_opisu;2020-10-07 00:00:00;185;019;j.angielski
001013;cel;9;Brak_opisu;2020-09-02 00:00:00;129;002;biologia
001014;db;2;Brak_opisu;2020-06-08 00:00:00;340;005;j.niemiecki
001015;dst;6;Brak_opisu;2020-06-09 00:00:00;466;080;j.angielski
001016;brak;0;Brak_opisu;2020-01-24 00:00:00;216;041;fizyka
001017;db;8;Brak_opisu;2020-09-26 00:00:00;42;008;geografia
001018;brak;8;Brak_opisu;2020-02-25 00:00:00;90;008;geografia
001019;db;1;Brak_opisu;2020-11-12 00:00:00;318;091;chemia
001020;db;8;Brak_opisu;2020-01-14 00:00:00;444;008;geografia
001021;ndst;9;Brak_opisu;2020-07-03 00:00:00;408;096;biologia
001022;dop;6;Brak_opisu;2020-09-13 00:00:00;441;076;historia
001023;db;4;Brak_opisu;2020-04-26 00:00:00;259;042;matematyka
001024;brak;2;Brak_opisu;2020-10-03 00:00:00;388;055;biologia
001025;ndst;8;Brak_opisu;2020-04-08 00:00:00;193;018;fizyka
001026;brak;3;Brak_opisu;2020-04-16 00:00:00;95;005;j.niemiecki
001027;ndst;5;Brak_opisu;2020-04-10 00:00:00;20;075;j.polski
001028;dop;5;Brak_opisu;2020-10-10 00:00:00;369;010;biologia
001029;brak;6;Brak_opisu;2020-04-09 00:00:00;184;013;fizyka
001030;dst;4;Brak_opisu;2020-09-09 00:00:00;196;090;matematyka
001031;db;5;Brak_opisu;2020-04-10 00:00:00;51;013;fizyka
001032;ndst;7;Brak_opisu;2020-03-05 00:00:00;9;030;j.polski
001033;dop;4;Brak_opisu;2020-07-06 00:00:00;309;096;biologia
001034;db;1;Brak_opisu;2020-08-15 00:00:00;175;030;j.polski
001035;brak;4;Brak_opisu;2020-12-25 00:00:00;470;039;fizyka
001036;db;6;Brak_opisu;2020-06-24 00:00:00;189;047;geografia
001037;dst;8;Brak_opisu;2020-10-18 00:00:00;42;071;WOS
001038;bdb;0;Brak_opisu;2020-07-25 00:00:00;323;074;j.niemiecki
001039;db;7;Brak_opisu;2020-12-27 00:00:00;138;080;j.angielski
001040;ndst;7;Brak_opisu;2020-10-28 00:00:00;253;100;WOS
001041;dst;7;Brak_opisu;2020-09-22 00:00:00;18;094;wf
001042;dop;2;Brak_opisu;2020-12-22 00:00:00;403;067;fizyka
001043;dst;8;Brak_opisu;2020-01-20 00:00:00;244;061;j.angielski
001044;cel;2;Brak_opisu;2020-05-13 00:00:00;430;033;j.niemiecki
001045;brak;9;Brak_opisu;2020-08-05 00:00:00;374;009;fizyka
001046;cel;4;Brak_opisu;2020-03-25 00:00:00;465;092;WOS
001047;dst;9;Brak_opisu;2020-02-05 00:00:00;41;002;biologia
001048;db;1;Brak_opisu;2020-03-04 00:00:00;459;032;historia
001049;dop;4;Brak_opisu;2020-12-28 00:00:00;468;088;biologia
001050;bdb;0;Brak_opisu;2020-07-08 00:00:00;320;007;wf
001051;brak;9;Brak_opisu;2020-10-08 00:00:00;295;030;j.polski
001052;dst;8;Brak_opisu;2020-06-26 00:00:00;201;044;j.polski
001053;db;3;Brak_opisu;2020-12-02 00:00:00;211;083;geografia
001054;brak;3;Brak_opisu;2020-03-28 00:00:00;160;064;j.polski
001055;cel;3;Brak_opisu;2020-09-10 00:00:00;21;084;WOS
001056;dst;8;Brak_opisu;2020-08-15 00:00:00;398;039;fizyka
001057;dop;4;Brak_opisu;2020-07-18 00:00:00;73;069;matematyka
001058;db;6;Brak_opisu;2020-04-03 00:00:00;432;078;geografia
001059;ndst;8;Brak_opisu;2020-08-10 00:00:00;114;056;j.polski
001060;dop;6;Brak_opisu;2020-11-07 00:00:00;159;079;j.niemiecki
001061;dst;5;Brak_opisu;2020-06-10 00:00:00;51;039;fizyka
001062;dop;3;Brak_opisu;2020-10-07 00:00:00;15;074;j.niemiecki
001063;cel;8;Brak_opisu;2020-12-03 00:00:00;464;016;matematyka
001064;ndst;3;Brak_opisu;2020-02-18 00:00:00;252;037;j.polski
001065;brak;5;Brak_opisu;2020-08-05 00:00:00;129;015;j.polski
001066;dop;7;Brak_opisu;2020-12-17 00:00:00;456;065;biologia
001067;cel;5;Brak_opisu;2020-04-02 00:00:00;209;006;historia
001068;ndst;8;Brak_opisu;2020-06-05 00:00:00;282;003;j.angielski
001069;ndst;3;Brak_opisu;2020-01-23 00:00:00;360;054;biologia
001070;cel;2;Brak_opisu;2020-04-11 00:00:00;404;006;historia
001071;cel;1;Brak_opisu;2020-05-09 00:00:00;94;097;historia
001072;dst;9;Brak_opisu;2020-09-24 00:00:00;77;056;j.polski
001073;ndst;9;Brak_opisu;2020-09-11 00:00:00;264;089;j.angielski
001074;dst;1;Brak_opisu;2020-09-02 00:00:00;477;027;matematyka
001075;bdb;7;Brak_opisu;2020-11-09 00:00:00;452;090;matematyka
001076;db;7;Brak_opisu;2020-10-14 00:00:00;96;037;j.polski
001077;ndst;6;Brak_opisu;2020-10-23 00:00:00;308;051;chemia
001078;ndst;3;Brak_opisu;2020-12-24 00:00:00;96;028;j.niemiecki
001079;bdb;0;Brak_opisu;2020-12-21 00:00:00;305;035;geografia
001080;db;5;Brak_opisu;2020-06-28 00:00:00;445;026;chemia
001081;cel;2;Brak_opisu;2020-02-13 00:00:00;262;048;j.angielski
001082;bdb;6;Brak_opisu;2020-10-01 00:00:00;196;008;geografia
001083;bdb;1;Brak_opisu;2020-07-06 00:00:00;447;062;matematyka
001084;cel;6;Brak_opisu;2020-06-12 00:00:00;202;074;j.niemiecki
001085;brak;5;Brak_opisu;2020-09-20 00:00:00;345;075;j.polski
001086;ndst;6;Brak_opisu;2020-06-25 00:00:00;317;023;j.niemiecki
001087;bdb;8;Brak_opisu;2020-03-03 00:00:00;207;085;wf
001088;db;6;Brak_opisu;2020-06-22 00:00:00;452;086;WOS
001089;cel;1;Brak_opisu;2020-01-11 00:00:00;150;022;historia
001090;dop;5;Brak_opisu;2020-07-02 00:00:00;340;005;j.niemiecki
001091;db;7;Brak_opisu;2020-07-08 00:00:00;120;019;j.angielski
001092;dst;2;Brak_opisu;2020-12-28 00:00:00;324;006;historia
001093;brak;3;Brak_opisu;2020-07-25 00:00:00;88;022;historia
001094;ndst;3;Brak_opisu;2020-09-26 00:00:00;303;095;fizyka
001095;brak;6;Brak_opisu;2020-10-18 00:00:00;428;058;geografia
001096;brak;9;Brak_opisu;2020-01-10 00:00:00;309;044;j.polski
001097;dst;8;Brak_opisu;2020-12-12 00:00:00;469;028;j.niemiecki
001098;cel;1;Brak_opisu;2020-06-28 00:00:00;439;001;matematyka
001099;dst;6;Brak_opisu;2020-08-14 00:00:00;216;028;j.niemiecki
001100;cel;7;Brak_opisu;2020-10-25 00:00:00;31;080;j.angielski
001101;bdb;9;Brak_opisu;2020-01-13 00:00:00;272;006;historia
001102;dst;1;Brak_opisu;2020-06-24 00:00:00;326;040;matematyka
